
EX	368	63
EX	369	54
EX	370	59
EX	371	63
EX	372	0
EX	373	54
EX	374	54
EX	375	63
EX	376	67
EX	377	63
EX	378	63
EX	379	63
EX	380	242
EX	381	55
EX	382	69
EX	383	63
EX	384	63
EX	385	64
EX	386	68
EX	387	55
EX	388	193
EX	389	64
EX	390	59
EX	391	64
EX	392	0
EX	393	64
EX	394	63
EX	395	54
EX	396	195
EX	397	54
EX	398	60
EX	399	67
EX	400	54
EX	401	63
EX	402	63
EX	403	69
EX	404	494
EX	405	73
EX	406	0
EX	407	53
EX	408	72
EX	409	68
EX	410	64
EX	411	54
EX	412	200
EX	413	63
EX	414	73
EX	415	78
EX	416	63
EX	417	63
EX	418	64
EX	419	69
EX	420	197
EX	421	59
EX	422	45
EX	423	64
EX	424	55
EX	425	67
EX	426	55
EX	427	279
EX	428	273
EX	429	54
EX	430	63
EX	431	69
EX	432	63
EX	433	46
EX	434	63
EX	435	70
EX	436	464
EX	437	58
EX	438	64
EX	439	64
EX	440	63
EX	441	60
EX	442	54
EX	443	54
EX	444	183
EX	445	63
EX	446	63
EX	447	67
EX	448	64
EX	449	55
EX	450	63
EX	451	59
EX	452	500
EX	453	78
EX	454	63
EX	455	64
EX	456	63
EX	457	292
EX	458	63
EX	459	55
EX	460	165
EX	461	65
EX	462	54
EX	463	67
EX	464	54
EX	465	63
EX	466	55
EX	467	77
EX	468	193
EX	469	70
EX	470	63
EX	471	0
EX	472	63
EX	473	55
EX	474	55
EX	475	63
EX	476	265
EX	477	64
EX	478	64
EX	479	63
EX	480	56
EX	481	64
EX	482	72
EX	483	63
EX	484	184
EX	485	64
EX	486	73
EX	487	63
EX	488	65
EX	489	72
EX	490	64
EX	491	64
EX	492	475
EX	493	74
EX	494	63
EX	495	64
EX	496	64
EX	497	0
EX	498	55
EX	499	68
EX	500	239
EX	501	0
EX	502	0
EX	503	76
EX	504	73
EX	505	73
EX	506	73
EX	507	65
EX	508	0
EX	509	57
EX	510	66
EX	511	56
EX	512	57
EX	513	63
EX	514	56
EX	515	57
EX	516	176
EX	517	57
EX	518	57
EX	519	60
EX	520	56
EX	521	58
EX	522	0
EX	523	274
EX	524	75
EX	525	75
EX	526	85
EX	527	76
EX	528	75
EX	529	75
EX	530	75
EX	531	205
EX	532	83
EX	533	76
EX	534	84
EX	535	75
EX	536	75
EX	537	75
EX	538	76
EX	539	464
EX	540	75
EX	541	66
EX	542	67
EX	543	65
EX	544	75
EX	545	66
EX	546	66
EX	547	204
EX	548	66
EX	549	77
EX	550	66
EX	551	66
EX	552	67
EX	553	67
EX	554	75
EX	555	0
EX	556	66
EX	557	66
EX	558	75
EX	559	75
EX	560	81
EX	561	75
EX	562	66
EX	563	219
EX	564	62
EX	565	65
EX	566	64
EX	567	68
EX	568	64
EX	569	57
EX	570	61
EX	571	226
EX	572	57
EX	573	62
EX	574	58
EX	575	93
EX	576	97
EX	577	94
EX	578	75
EX	579	261
EX	580	84
EX	581	84
EX	582	94
EX	583	98
EX	584	93
EX	585	93
EX	586	90
EX	587	417
EX	588	102
EX	589	107
EX	590	0
EX	591	57
EX	592	58
EX	593	161
EX	594	57
EX	595	57
EX	596	57
EX	597	57
EX	598	57
EX	599	56
EX	600	58
EX	601	199
EX	602	58
EX	603	56
EX	604	57
EX	605	57
EX	606	57
EX	607	57
EX	608	57
EX	609	222
EX	610	57
EX	611	58
EX	612	56
EX	613	57
EX	614	57
EX	615	57
EX	616	57
EX	617	287
EX	618	58
EX	619	93
EX	620	112
EX	621	93
EX	622	93
EX	623	112
EX	624	102
EX	625	227
EX	626	85
EX	627	84
EX	628	0
EX	629	66
EX	630	63
EX	631	64
EX	632	71
EX	633	191
EX	634	57
EX	635	58
EX	636	56
EX	637	56
EX	638	58
EX	639	56
EX	640	57
EX	641	184
EX	642	57
EX	643	57
EX	644	57
EX	645	56
EX	646	58
EX	647	57
EX	648	57
EX	649	180
EX	650	56
EX	651	57
EX	652	56
EX	653	57
EX	654	57
EX	655	57
EX	656	57
EX	657	171
EX	658	57
EX	659	56
EX	660	57
EX	661	57
EX	662	57
EX	663	56
EX	664	281
EX	665	303
EX	666	56
EX	667	57
EX	668	62
EX	669	57
EX	670	57
EX	671	56
EX	672	63
EX	673	192
EX	674	61
EX	675	58
EX	676	56
EX	677	66
EX	678	60
EX	679	56
EX	680	66
EX	681	408
EX	682	57
EX	683	66
EX	684	61
EX	685	56
EX	686	57
EX	687	56
EX	688	62
EX	689	198
EX	690	61
EX	691	57
EX	692	65
EX	693	57
EX	694	61
EX	695	56
EX	696	65
EX	697	174
EX	698	65
EX	699	66
EX	700	70
EX	701	66
EX	702	66
EX	703	66
EX	704	70
EX	705	187
EX	706	72
EX	707	66
EX	708	65
EX	709	66
EX	710	71
EX	711	66
EX	712	66
EX	713	225
EX	714	66
EX	715	66
EX	716	70
EX	717	0
EX	718	66
EX	719	66
EX	720	237
EX	721	66
EX	722	65
EX	723	66
EX	724	66
EX	725	66
EX	726	66
EX	727	66
EX	728	408
EX	729	66
EX	730	66
EX	731	66
EX	732	65
EX	733	291
EX	734	66
EX	735	65
EX	736	150
EX	737	67
EX	738	65
EX	739	66
EX	740	65
EX	741	66
EX	742	66
EX	743	66
EX	744	211
EX	745	66
EX	746	66
EX	747	66
EX	748	65
EX	749	66
EX	750	66
EX	751	65
EX	752	470
EX	753	66
EX	754	66
EX	755	66
EX	756	65
EX	757	71
EX	758	65
EX	759	66
EX	760	199
EX	761	65
EX	762	66
EX	763	0
EX	764	93
EX	765	94
EX	766	84
EX	767	75
EX	768	436
EX	769	93
EX	770	89
EX	771	94
EX	772	93
EX	773	0
EX	774	44
EX	775	44
EX	776	45
EX	777	48
EX	778	43
EX	779	44
EX	780	44
EX	781	218
EX	782	44
EX	783	47
EX	784	45
EX	785	0
EX	786	48
EX	787	48
EX	788	44
EX	789	153
EX	790	43
